locality_identifier,household_identifier,health_expenditures_base,age_hh,age_sp,educ_hh,educ_sp,hospital_base,health_expenditures_end,hospital_end,eligible,enrolled,treatment,poverty_index,female_hh,indigenous,hhsize,dirtfloor,bathroom,land,hospital_distance
113,4786,15.530209,41,38,0,0,,26.239466,,0,0,0,58.037094,0,0,6,1,0,5,137.4830240664718
113,4788,23.177359,75,50,0,0,,19.890068,,0,0,0,60.123646,0,0,3,1,0,5,137.4830240664718
113,4789,18.381756,41,38,6,0,,27.400627,,0,0,0,58.558731,0,0,5,1,0,4,137.4830240664718
113,4790,18.783443,45,41,2,2,0,21.137161,0,1,0,0,45.517773,0,0,6,1,0,7,137.4830240664718
113,4791,15.776198,39,35,6,0,0,18.805838,0,1,0,0,53.129829,0,0,7,0,1,5,137.4830240664718
113,4792,6.2546329,47,45,0,0,0,13.680202,0,1,0,0,31.684698,0,0,10,1,0,3,137.4830240664718
113,4793,15.622648,44,44,2,3,0,19.295763,0,1,0,0,46.367851,0,0,6,1,0,5,137.4830240664718
113,4794,11.905378,60,58,0,0,0,24.271872,0,1,0,0,51.004639,0,0,8,1,0,8,137.4830240664718
113,4795,13.483839,40,29,0,2,0,14.776807,1,1,0,0,42.503864,0,0,6,1,0,4,137.4830240664718
113,4796,19.11031,64,25,6,6,0,21.34358,0,1,0,0,39.026276,0,0,7,0,1,20,137.4830240664718
113,4797,14.785051,37,33,0,2,0,16.526958,0,1,0,0,51.391037,0,0,6,1,0,11,137.4830240664718
113,4798,12.848678,38,33,0,4,0,14.924108,0,1,0,0,44.667698,0,0,6,1,0,0,137.4830240664718
113,4802,6.5922837,39,38,0,0,0,15.443857,0,1,0,0,37.171562,0,0,10,1,0,9,137.4830240664718
114,14054,22.09824,55,41,2,2,0,14.563474,0,1,1,1,57.032459,0,1,3,1,1,1,156.6796310386692
114,14055,17.499969,48,42,3,4,0,14.103318,1,1,1,1,51.391037,0,0,5,1,1,1,156.6796310386692
114,14056,24.298395,67,57,2,5,,18.617609,,0,0,0,79.404945,0,0,3,1,1,6,156.6796310386692
114,14058,10.115031,42,32,3,3,0,2.9299605,0,1,1,1,46.136013,0,1,7,1,1,2,156.6796310386692
114,14062,19.335476,42,30,3,4,,18.333099,,0,0,0,61.051006,0,1,3,1,1,3,156.6796310386692
114,14063,25.734457,53,49,2,2,,76.036682,,0,0,0,75,0,0,3,0,1,2,156.6796310386692
114,14064,17.167778,57,53,2,3,,9.6065617,,0,0,0,69.474495,0,0,6,1,1,2,156.6796310386692
114,14066,11.918411,37,31,6,4,0,3.1757052,0,1,1,1,48.068005,0,1,6,1,1,3,156.6796310386692
114,14068,6.6166482,40,40,5,5,0,0,0,1,1,1,52.047913,0,1,9,1,1,4,156.6796310386692
114,14071,18.857029,58,53,3,3,,8.6294651,,0,0,0,68.547142,0,1,4,1,1,3,156.6796310386692
114,14072,16.357994,72,68,0,0,0,0,0,1,1,1,44.822258,0,1,4,1,0,2,156.6796310386692
114,14075,14.622269,44,42,5,5,0,2.129287,0,1,1,1,52.241112,0,1,5,1,1,1,156.6796310386692
114,14076,17.52916,54,49,3,0,0,4.4084911,0,1,1,1,57.573418,0,1,4,1,1,2,156.6796310386692
114,14078,14.822512,72,63,0,3,0,1.5824339,1,1,1,1,57.225658,0,1,5,1,1,2,156.6796310386692
114,14081,17.883139,54,54,0,0,,8.5853882,,0,0,0,62.132919,0,1,4,1,1,4,156.6796310386692
114,14082,21.512644,76,41,0,2,0,3.2232764,0,1,1,1,56.616463,0,1,3,1,1,1,156.6796310386692
114,14083,19.726278,58,54,0,0,,23.366514,,0,0,0,59.119011,0,1,3,1,1,2,156.6796310386692
114,14084,16.72716,23,25,6,6,1,.54059237,1,1,1,1,50.540958,0,0,4,1,1,2,156.6796310386692
114,14088,10.295856,39,36,4,4,1,0,0,1,1,1,46.136013,0,1,7,1,1,3,156.6796310386692
114,14089,21.586054,63,26,3,6,,24.289024,,0,0,0,62.442039,1,0,3,1,1,2,156.6796310386692
114,14090,19.825926,68,16,1,3,,46.272472,,0,0,0,69.938179,1,1,2,1,1,0,156.6796310386692
115,12846,18.424465,47,47,4,5,,11.691665,,0,0,0,59.96909,0,1,4,1,1,2,154.6553372513015
115,12847,13.24889,36,33,12,6,0,10.267053,0,1,0,0,56.800617,0,1,7,1,1,0,154.6553372513015
115,12848,8.5334291,45,44,6,6,0,14.169429,0,1,0,0,54.018547,0,1,8,1,1,1,154.6553372513015
115,12849,16.432516,46,44,4,6,,15.435772,,0,0,0,61.476044,0,1,5,1,1,3,154.6553372513015
115,12850,24.224367,62,60,2,0,0,25.295963,0,1,0,0,53.013912,0,1,2,0,1,1,154.6553372513015
115,12851,14.330256,37,35,6,6,0,15.848291,0,1,0,0,56.336941,0,1,5,1,1,4,154.6553372513015
115,12852,25.622938,61,41,2,2,,29.804371,,0,0,0,62.519321,0,1,2,1,1,1,154.6553372513015
115,12853,11.579569,61,56,4,0,0,15.352728,0,1,0,0,55.602783,0,1,7,1,1,2,154.6553372513015
115,12854,19.377464,50,41,0,2,,10.922009,,0,0,0,62.75116,1,1,4,1,1,2,154.6553372513015
115,12855,10.053488,52,47,0,4,0,14.05142,0,1,0,0,53.786709,0,1,7,1,1,1,154.6553372513015
115,12856,16.418701,52,46,2,0,,11.172676,,0,0,0,59.389488,0,1,5,1,1,1,154.6553372513015
115,12858,24.160816,77,41,0,2,0,32.563805,0,1,0,0,53.786709,1,1,1,1,0,0,154.6553372513015
115,12860,18.42292,47,48,3,0,,11.965951,,0,0,0,59.505409,0,1,4,1,1,2,154.6553372513015
115,12861,16.893778,53,51,6,0,,15.268753,,0,0,0,71.599693,0,1,5,1,1,3,154.6553372513015
115,12862,19.668005,47,45,0,0,,14.693383,,0,0,0,61.437405,0,1,3,1,0,5,154.6553372513015
115,12863,13.14817,48,44,0,4,,12.319244,,0,0,0,62.055641,0,1,6,1,1,1,154.6553372513015
115,12864,20.386427,42,27,10,6,0,27.812658,0,1,0,0,56.259659,0,1,4,1,1,5,154.6553372513015
115,12865,8.960247,32,30,6,6,0,13.868428,0,1,0,0,56.491501,0,1,7,1,1,1,154.6553372513015
115,12867,25.654863,24,20,12,12,,37.932751,,0,0,0,83.848534,0,1,2,0,1,0,154.6553372513015
115,12868,15.013204,40,38,0,0,,19.860588,,0,0,0,59.62133,0,1,5,1,1,4,154.6553372513015
115,12869,9.2214432,36,32,6,0,,8.9045582,,0,0,0,61.514683,0,1,8,1,1,4,154.6553372513015
115,12870,11.332061,31,41,6,2,0,11.167723,0,1,0,0,55.332302,1,1,7,1,1,1,154.6553372513015
115,12871,16.550631,40,41,4,2,0,11.885708,0,1,0,0,55.950542,1,1,5,1,1,3,154.6553372513015
115,12872,25.005856,64,60,3,0,,35.305367,,0,0,0,66.846985,0,1,2,1,1,12,154.6553372513015
115,12873,8.2361403,40,32,6,6,0,14.147776,0,1,0,0,43.353943,0,1,8,1,1,4,154.6553372513015
115,12874,19.619057,75,65,3,1,0,17.332405,0,1,0,0,56.105099,0,1,3,1,1,1,154.6553372513015
115,12875,19.741699,45,52,0,0,0,22.744421,0,1,0,0,57.418858,0,1,3,1,1,11,154.6553372513015
115,12876,10.214098,38,30,0,6,0,9.5993214,0,1,0,0,43.972179,0,1,6,1,0,1,154.6553372513015
115,12877,14.867396,30,29,4,4,0,20.604631,0,1,0,0,52.859352,0,1,4,1,1,1,154.6553372513015
115,12878,23.870714,80,41,1,2,0,14.593076,0,1,0,0,57.885624,0,1,4,0,1,6,154.6553372513015
115,12879,10.844796,43,39,6,3,0,16.158241,0,1,0,0,49.098221,0,1,7,1,1,4,154.6553372513015
115,12880,10.658377,41,43,2,4,0,11.125254,0,1,0,0,56.06646,0,1,7,1,1,3,154.6553372513015
115,12881,14.66983,48,41,2,2,,8.9867401,,0,0,0,60.973724,0,1,7,1,0,2,154.6553372513015
115,12882,13.656035,49,45,6,9,0,11.938888,0,1,0,0,55.409584,0,1,7,0,1,2,154.6553372513015
115,12883,18.197811,48,50,2,2,,29.306568,,0,0,0,63.369396,0,1,4,1,0,2,154.6553372513015
116,4240,24.168192,69,72,0,4,,23.473742,,0,0,0,59.582691,0,0,2,1,1,2,76.43225733599695
116,4241,17.401928,37,36,5,13,0,7.231576,0,1,1,1,50.15456,0,0,6,0,1,1,76.43225733599695
116,4242,16.385832,26,21,6,6,0,9.2221422,0,1,1,1,49.69088,0,0,4,1,0,2,76.43225733599695
116,4243,25.492775,54,41,0,2,,15.996151,,0,0,0,59.96909,1,0,2,1,0,1,76.43225733599695
116,4245,13.192764,55,35,0,2,0,9.8384504,0,1,1,1,52.704792,0,0,8,0,1,2,76.43225733599695
116,4248,15.31532,53,52,0,0,,19.885073,,0,0,0,60.085007,0,0,6,1,0,0,76.43225733599695
116,4249,27.689507,65,63,1,1,,35.086742,,0,0,0,61.360123,0,0,2,0,1,0,76.43225733599695
116,4251,16.104513,54,42,2,3,0,10.86547,0,1,1,1,51.777435,0,0,7,0,1,0,76.43225733599695
116,4253,16.899212,57,55,0,0,0,9.9159174,0,1,1,1,53.323029,0,0,5,1,1,0,76.43225733599695
116,4254,24.649914,60,57,0,4,,23.473171,,0,0,0,59.041733,0,0,3,0,1,0,76.43225733599695
116,4259,20.193609,42,43,3,6,,16.843672,,0,0,0,62.132919,0,0,5,0,0,0,76.43225733599695
116,4260,19.274185,39,36,9,9,0,20.865444,0,1,1,1,52.138023,0,0,5,0,1,1,76.43225733599695
117,11332,21.591658,54,47,3,2,,32.685997,,0,0,0,83.19165,0,0,5,0,1,0,31.97494499927432
117,11333,18.639559,42,39,2,2,,25.499224,,0,0,0,79.520866,0,0,6,0,1,0,31.97494499927432
117,11334,16.769867,42,39,2,3,,16.773626,,0,0,0,96.290573,0,0,7,0,1,1,31.97494499927432
117,11335,13.034936,33,30,6,3,,25.368528,,0,0,0,72.411125,0,0,8,0,0,0,31.97494499927432
117,11336,26.637781,66,65,0,0,,21.471292,,0,0,0,66.846985,0,0,2,0,0,0,31.97494499927432
117,11337,19.312323,46,45,3,3,,10.930454,,0,0,0,79.443588,0,0,6,0,0,3,31.97494499927432
117,11342,16.100893,39,36,3,6,,32.253868,,0,0,0,81.182381,0,0,7,0,0,1,31.97494499927432
117,11343,17.700415,34,35,2,2,,13.339875,,0,0,0,58.191654,0,0,6,0,0,1,31.97494499927432
117,11344,19.989765,74,74,2,3,,16.011681,,0,0,0,63.755795,0,0,6,0,0,5,31.97494499927432
117,11345,29.71007,59,41,2,2,,17.260231,,0,0,0,77.666153,1,0,2,0,1,0,31.97494499927432
117,11346,19.302073,31,35,2,3,,10.826438,,0,0,0,79.018547,0,0,5,0,0,0,31.97494499927432
117,11347,22.655066,50,47,0,3,,26.78175,,0,0,0,71.870171,0,0,4,0,1,1,31.97494499927432
117,11348,18.905729,29,28,3,7,,27.408754,,0,0,0,73.647606,0,0,5,0,0,1,31.97494499927432
117,11350,28.538433,53,41,0,2,,26.065788,,0,0,0,71.25193,1,0,2,0,0,2,31.97494499927432
117,11351,25.487495,23,41,9,2,0,12.91816,0,1,0,0,57.109737,1,0,2,0,0,0,31.97494499927432
117,11352,28.750053,66,41,1,2,,28.068584,,0,0,0,78.168472,1,0,3,0,1,5,31.97494499927432
117,11353,17.445768,75,65,1,1,,12.317797,,0,0,0,67.581146,0,0,7,0,0,0,31.97494499927432
118,3235,13.736237,34,33,3,4,0,12.07248,0,1,1,1,48.068005,0,0,6,1,0,1,150.4854275712146
118,3238,18.844662,40,37,3,3,0,25.600613,0,1,1,1,56.877899,0,0,4,1,1,1,150.4854275712146
118,3239,22.172606,34,17,3,2,,60.404995,,0,0,0,66.25425,0,0,3,0,0,1,150.4854275712146
118,3240,17.578346,57,40,0,0,0,.95447749,0,1,1,1,47.990726,0,0,6,0,1,2,150.4854275712146
118,3241,25.674086,51,41,0,2,,23.38435,,0,0,0,59.350849,1,0,2,1,1,1,150.4854275712146
118,3242,17.161016,42,38,5,2,0,10.836623,0,1,1,1,42.581142,0,0,5,1,1,2,150.4854275712146
118,3243,28.134136,52,41,0,2,,28.959156,,0,0,0,59.582691,1,0,2,0,1,0,150.4854275712146
118,3244,20.46983,50,46,3,0,0,14.880252,0,1,1,1,51.584236,0,0,5,0,1,2,150.4854275712146
118,3246,19.003551,24,26,6,6,1,28.065079,0,1,1,1,56.491501,0,0,4,0,0,1,150.4854275712146
118,3248,16.998058,39,32,4,6,0,19.093637,0,1,1,1,44.43586,0,0,6,0,1,1,150.4854275712146
118,3250,28.349655,46,41,0,2,,32.266563,,0,0,0,67.233383,0,0,1,1,1,1,150.4854275712146
118,10668,23.014925,48,46,2,6,,26.964855,,0,0,0,59.659969,0,0,4,0,1,0,159.1772310166843
118,10670,15.942158,78,68,0,2,0,1.3182518,0,1,1,1,51.931995,0,0,7,0,1,3,159.1772310166843
118,10671,18.042582,63,48,3,5,,14.863472,,0,0,0,81.105103,0,0,7,0,1,3,159.1772310166843
118,10673,13.775019,43,41,3,3,,10.71811,,0,0,0,64.837715,0,0,9,0,1,8,159.1772310166843
118,10674,20.524618,29,25,3,6,,22.547646,,0,0,0,66.074188,0,0,4,0,1,0,159.1772310166843
118,10675,22.193216,33,23,3,8,,17.283409,,0,0,0,65.765068,0,0,5,0,1,19,159.1772310166843
118,10677,21.055433,58,51,0,3,,13.42162,,0,0,0,74.652245,0,0,4,1,1,6,159.1772310166843
118,10679,29.999847,72,41,1,2,,34.859226,,0,0,0,62.055641,0,0,1,1,1,0,159.1772310166843
118,10682,20.490795,66,36,1,6,,13.34247,,0,0,0,71.947449,0,0,6,1,1,21,159.1772310166843
118,10688,20.668543,42,42,3,3,,19.85022,,0,0,0,74.343124,0,0,5,0,1,1,159.1772310166843
118,10690,28.63343,32,41,4,2,,30.008492,,0,0,0,63.987637,0,0,2,0,1,0,159.1772310166843
118,10691,15.83032,49,33,6,6,,16.351057,,0,0,0,76.146057,0,0,8,0,1,8,159.1772310166843
118,10694,20.366825,64,61,0,2,,14.087728,,0,0,0,67.774345,0,0,5,1,1,13,159.1772310166843
118,10696,29.922852,50,41,3,2,,54.072529,,0,0,0,71.25193,0,0,1,1,1,3,159.1772310166843
118,10698,24.426451,42,41,3,2,,29.975945,,0,0,0,61.746521,1,0,4,0,1,0,159.1772310166843
119,8959,20.445118,45,43,6,4,1,17.554253,0,1,0,0,42.194744,0,0,5,0,1,4,149.5727212182313
119,8963,25.26255,39,41,5,2,1,24.707598,0,1,0,0,43.894901,1,0,3,0,1,0,149.5727212182313
119,8966,14.735586,41,41,4,5,0,18.670586,0,1,0,0,35.471405,0,0,6,1,1,0,149.5727212182313
119,8969,22.178225,82,41,0,2,0,12.467482,0,1,0,0,39.799072,1,0,5,0,1,4,149.5727212182313
119,8971,21.717672,63,56,3,3,0,15.571439,0,1,0,0,42.272026,0,0,5,0,1,6,149.5727212182313
119,8978,13.451081,37,36,2,6,0,20.932905,0,1,0,0,42.272026,0,0,8,0,1,4,149.5727212182313
119,8982,14.839255,30,27,6,8,0,22.147758,0,1,0,0,38.871716,0,0,5,1,0,0,149.5727212182313
119,8985,19.898678,48,43,3,3,0,14.07742,0,1,0,0,40.494591,0,0,4,1,1,3,149.5727212182313
119,8986,21.235987,67,65,3,3,0,20.44833,0,1,0,0,42.117466,0,0,5,0,1,4,149.5727212182313
119,8989,17.696468,29,28,5,6,0,26.331141,0,1,0,0,42.194744,0,0,5,0,1,0,149.5727212182313
119,8990,20.592764,47,44,3,4,0,30.083414,0,1,0,0,42.117466,0,0,5,0,1,4,149.5727212182313
119,8992,14.926414,39,36,4,4,0,19.335005,0,1,0,0,35.471405,0,0,7,0,1,0,149.5727212182313
119,8994,12.591539,53,49,3,0,0,14.265062,0,1,0,0,42.194744,0,0,8,1,1,6,149.5727212182313
120,4261,15.410191,46,45,3,3,0,2.1323235,0,1,1,1,53.013912,0,0,6,1,1,1,75.23676528477016
120,4262,7.5082574,32,35,5,6,0,0,0,1,1,1,41.692425,0,0,9,1,0,1,75.23676528477016
120,4265,28.47014,46,41,1,2,,27.731337,,0,0,0,62.519321,1,0,2,0,0,0,75.23676528477016
120,4267,25.816601,60,54,0,2,,19.243677,,0,0,0,60.857807,0,0,3,0,0,8,75.23676528477016
120,4268,15.917741,31,28,3,8,0,6.1428022,0,1,1,1,46.599689,0,0,6,0,1,0,75.23676528477016
120,4269,17.476488,27,27,6,6,0,2.049001,0,1,1,1,45.003399,0,0,5,0,1,0,75.23676528477016
120,4271,17.204546,78,66,0,2,0,1.4269669,0,1,1,1,47.862751,0,0,6,0,0,0,75.23676528477016
120,4272,16.090553,25,23,3,6,0,14.104032,0,1,1,1,49.69088,0,0,4,1,0,0,75.23676528477016
120,4274,17.916101,29,23,9,9,0,13.318425,0,1,1,1,44.204018,0,0,5,0,1,3,75.23676528477016
120,4276,27.803572,75,41,0,2,,20.482357,,0,0,0,59.505409,1,0,1,1,0,0,75.23676528477016
120,4278,12.412208,55,51,0,3,0,9.4226274,0,1,1,1,51.468315,0,0,7,1,0,0,75.23676528477016
120,4279,15.054006,33,26,4,5,0,5.344799,0,1,1,1,49.072643,0,0,5,1,0,0,75.23676528477016
120,4281,24.071665,49,55,0,3,,40.852993,,0,0,0,60.819164,0,0,2,1,0,4,75.23676528477016
120,4283,22.578615,59,45,2,6,0,4.6276922,0,1,1,1,51.468315,0,0,4,0,0,2,75.23676528477016
120,4284,16.410461,50,48,2,1,,19.549765,,0,0,0,62.055641,0,0,8,0,1,8,75.23676528477016
120,4285,13.02194,30,26,9,6,0,0,0,1,1,1,39.876354,0,0,6,1,1,0,75.23676528477016
120,4286,22.110004,71,62,0,0,0,7.69415,0,1,1,1,51.236477,0,0,4,0,1,2,75.23676528477016
120,4287,17.401579,27,26,4,4,0,6.9730406,0,1,1,1,46.676971,0,0,5,0,1,0,75.23676528477016
120,4291,13.613403,45,28,0,6,0,6.6454172,0,1,1,1,40.262753,0,0,7,0,0,0,75.23676528477016
120,4292,16.825603,30,22,3,6,0,13.850404,0,1,1,1,50.540958,0,0,4,1,1,0,75.23676528477016
120,4293,16.701645,27,24,4,6,1,9.8811502,0,1,1,1,49.768162,0,0,4,1,1,0,75.23676528477016
120,4298,18.191296,32,30,6,0,0,15.03663,0,1,1,1,38.253479,0,0,5,0,0,2,75.23676528477016
120,4301,17.066919,34,28,6,6,0,8.4739504,0,1,1,1,43.199383,0,0,6,0,1,5,75.23676528477016
120,4304,25.039284,70,50,0,0,0,13.597936,0,1,1,1,48.840805,0,0,3,0,0,8,75.23676528477016
120,4305,17.842411,46,46,2,3,0,18.624195,1,1,1,1,47.527046,0,0,6,0,1,0,75.23676528477016
120,4307,18.852676,40,30,6,9,0,43.014454,0,1,1,1,51.545593,0,0,5,0,1,0,75.23676528477016
120,4308,19.805981,35,34,3,3,0,13.546054,0,1,1,1,50.811436,0,0,5,0,0,8,75.23676528477016
120,4310,9.6121273,31,26,5,7,0,4.3378572,0,1,1,1,33.616692,0,0,9,0,1,0,75.23676528477016
120,4315,18.30274,54,42,1,6,0,.33594626,0,1,1,1,48.415764,0,0,7,0,1,12,75.23676528477016
120,4320,12.494275,35,30,5,6,0,6.0012131,0,1,1,1,34.31221,0,0,8,0,0,3,75.23676528477016
120,4324,15.63098,31,29,6,5,0,5.5713253,0,1,1,1,46.445133,0,0,6,0,0,0,75.23676528477016
120,4328,13.548725,42,36,2,6,,11.333823,,0,0,0,58.295517,0,0,7,1,1,0,75.23676528477016
120,4330,21.019964,28,26,3,3,0,19.599327,0,1,1,1,52.859352,0,0,4,0,1,8,75.23676528477016
120,4331,27.692837,49,48,0,3,,13.289059,,0,0,0,59.737247,0,0,2,0,1,8,75.23676528477016
120,4333,17.909882,31,28,9,6,0,1.8935301,0,1,1,1,50.618237,0,0,5,0,1,0,75.23676528477016
120,4334,20.774286,54,51,1,8,0,16.178349,0,1,1,1,50.618237,0,0,5,0,1,2,75.23676528477016
121,15386,6.664814,36,30,0,0,0,14.603443,0,1,0,0,42.503864,0,1,8,1,0,5,46.5159370629044
121,15387,7.1280193,34,33,3,3,0,12.851539,0,1,0,0,42.967541,0,1,8,1,0,2,46.5159370629044
121,15388,18.284918,30,41,0,2,1,37.005432,0,1,0,0,47.21793,1,1,3,1,1,0,46.5159370629044
121,15389,11.99254,40,40,1,1,0,12.687947,0,1,0,0,40.108192,0,1,6,1,1,0,46.5159370629044
121,15390,11.673237,25,23,3,2,0,12.759076,0,1,0,0,42.040184,0,1,5,1,1,0,46.5159370629044
121,15391,16.900759,33,25,2,2,0,18.641247,0,1,0,0,49.381763,0,1,3,1,1,1,46.5159370629044
121,15392,19.976997,55,41,0,2,,14.341726,,0,0,0,60.355488,1,1,4,1,1,4,46.5159370629044
121,15393,10.663893,31,24,3,3,0,11.034356,0,1,0,0,46.986088,0,1,6,1,1,2,46.5159370629044
121,15394,12.23259,39,35,3,0,0,9.8454113,0,1,0,0,48.608963,0,1,6,1,1,3,46.5159370629044
121,15397,10.573755,75,60,3,0,0,10.125706,0,1,0,0,55.486862,0,1,8,1,1,7,46.5159370629044
121,15398,11.681037,25,21,6,6,0,14.316597,0,1,0,0,53.323029,0,1,5,1,1,1,46.5159370629044
121,15399,7.3408928,37,34,4,3,0,9.7521992,0,1,0,0,45.285934,0,1,10,0,1,8,46.5159370629044
121,15400,26.281828,73,58,4,0,,27.166212,,0,0,0,81.761978,0,1,2,0,1,4,46.5159370629044
121,15401,12.448967,25,26,3,5,,10.120407,,0,0,0,63.06028,0,1,7,0,1,4,46.5159370629044
121,15402,14.592916,27,29,2,8,,14.8942,,0,0,0,70.710976,0,1,6,0,1,2,46.5159370629044
121,15404,11.32072,29,26,0,0,0,9.4295549,1,1,0,0,41.808346,0,1,5,1,1,0,46.5159370629044
121,15407,14.701302,36,24,3,4,0,24.044376,0,1,0,0,53.863987,0,1,4,1,0,1,46.5159370629044
121,15408,17.351517,34,37,3,3,,9.2726345,,0,0,0,64.683151,0,1,5,0,1,0,46.5159370629044
121,15409,7.4581499,38,31,3,0,0,12.65672,0,1,0,0,34.59119,0,1,8,1,1,1,46.5159370629044
121,15410,24.162573,72,41,0,2,0,41.567837,0,1,0,0,55.177742,1,1,1,1,0,0,46.5159370629044
121,15411,8.1338797,32,36,0,3,0,13.01101,1,1,0,0,44.358578,0,1,7,1,1,0,46.5159370629044
121,15413,29.229982,47,41,0,2,,18.622438,,0,0,0,68.701698,0,1,1,0,1,4,46.5159370629044
121,15414,18.90794,18,15,4,4,0,24.628971,0,1,0,0,52.44281,0,0,2,1,1,0,46.5159370629044
121,15415,19.076895,56,54,1,0,,13.903094,,0,0,0,59.737247,0,1,4,1,1,3,46.5159370629044
121,15416,11.548624,34,27,0,2,0,11.235596,0,1,0,0,43.972179,0,1,5,1,0,0,46.5159370629044
121,15417,9.9348993,36,24,0,4,0,12.209573,0,1,0,0,39.953632,0,1,6,1,1,1,46.5159370629044
121,15418,12.286786,29,25,3,1,0,12.755178,0,1,0,0,42.426582,0,1,5,1,0,2,46.5159370629044
121,15419,18.926601,70,55,2,1,0,12.483694,0,1,0,0,44.035549,0,0,5,1,0,6,46.5159370629044
121,15420,15.312702,39,36,1,3,0,15.862703,0,1,0,0,43.199383,0,1,5,1,0,10,46.5159370629044
121,15421,14.088758,25,19,6,5,0,16.562048,0,1,0,0,44.590416,0,1,5,0,1,1,46.5159370629044
121,15423,9.3056498,35,26,1,1,0,15.781578,0,1,0,0,47.140648,0,1,7,1,1,3,46.5159370629044
121,15425,13.093707,21,17,4,6,0,23.592039,0,1,0,0,45.440495,0,1,4,1,1,2,46.5159370629044
121,15428,14.085979,58,40,1,0,0,9.75424,0,1,0,0,52.897991,0,1,7,0,0,5,46.5159370629044
121,15429,20.566936,20,16,6,5,,18.025848,,0,0,0,61.437405,0,1,2,0,0,2,46.5159370629044
121,15431,21.87043,48,66,3,0,,23.961121,,0,0,0,60.046368,0,1,2,1,0,1,46.5159370629044
121,15432,17.454157,63,52,1,2,0,14.907892,0,1,0,0,46.136013,0,1,4,1,1,0,46.5159370629044
121,15433,15.091163,22,19,6,6,0,19.617458,0,1,0,0,48.068005,0,1,3,1,1,0,46.5159370629044
121,15434,11.658855,59,47,2,0,,11.062335,,0,0,0,59.891808,0,1,8,1,1,7,46.5159370629044
121,15435,10.696619,43,30,0,0,0,12.705958,0,1,0,0,40.297527,0,1,6,1,1,0,46.5159370629044
121,15436,12.025872,31,22,6,0,0,17.190996,0,1,0,0,50.15456,0,1,5,1,0,1,46.5159370629044
121,15437,11.209295,48,52,3,0,,10.790691,,0,0,0,63.987637,0,1,9,0,1,4,46.5159370629044
121,15438,9.7977314,26,20,9,3,0,34.787323,0,1,0,0,52.859352,0,1,6,1,1,2,46.5159370629044
121,15439,16.089922,46,45,3,2,,18.830307,,0,0,0,62.287479,0,1,5,1,1,1,46.5159370629044
121,15441,6.6032214,42,31,0,3,0,11.883641,0,1,0,0,34.544048,0,1,8,1,1,0,46.5159370629044
121,15443,14.314474,54,51,3,3,0,16.25885,0,1,0,0,52.241112,0,1,7,0,1,4,46.5159370629044
121,15446,19.240028,47,41,2,2,,84.583336,,0,0,0,68.62442,1,1,5,1,1,8,46.5159370629044
121,15448,12.841174,25,22,0,6,0,14.299962,0,1,0,0,46.290573,0,1,4,1,1,1,46.5159370629044
121,15449,9.634057,32,32,2,2,0,11.780845,0,1,0,0,45.440495,0,1,7,1,1,4,46.5159370629044
121,15450,11.473409,24,18,6,2,0,11.15823,0,1,0,0,57.341576,0,1,5,1,1,2,46.5159370629044
121,15451,11.488988,39,47,0,2,0,17.406631,0,1,0,0,48.608963,0,1,6,1,1,2,46.5159370629044
121,15452,9.2063665,56,76,3,0,0,15.212463,0,1,0,0,55.409584,0,1,8,1,0,7,46.5159370629044
121,15453,14.043051,32,41,0,2,0,18.526903,0,1,0,0,43.122101,1,1,5,1,0,0,46.5159370629044
121,15454,15.629341,34,27,3,3,0,13.396494,0,1,0,0,53.477589,0,1,5,0,1,1,46.5159370629044
121,15456,18.571003,47,50,0,6,,17.63694,,0,0,0,61.437405,0,1,5,0,1,5,46.5159370629044
121,15457,14.252231,30,25,3,6,0,16.029781,0,1,0,0,53.013912,0,1,4,1,0,1,46.5159370629044
121,15460,16.117031,45,40,3,2,0,17.517117,0,1,0,0,45.629829,0,1,4,1,0,0,46.5159370629044
122,8483,18.737694,59,44,0,2,,21.86537,,0,0,0,71.367851,0,0,5,1,0,5,152.2078599393765
122,8484,17.488335,58,69,6,0,,13.733287,,0,0,0,70.208656,0,0,7,0,1,1,152.2078599393765
122,8485,23.332638,65,61,0,4,,27.811329,,0,0,0,73.956726,0,0,4,0,1,2,152.2078599393765
122,8486,15.118793,26,25,6,6,0,15.531704,0,1,0,0,52.859352,0,0,6,0,1,0,152.2078599393765
122,8487,15.437815,37,35,3,0,0,20.707441,0,1,0,0,53.74807,0,0,7,0,1,4,152.2078599393765
122,8488,20.244686,72,72,0,0,,41.764229,,0,0,0,59.659969,0,0,4,1,0,3,152.2078599393765
122,8489,22.93775,56,54,0,2,,19.698282,,0,0,0,63.408035,0,0,5,0,1,12,152.2078599393765
122,8490,8.9974689,39,37,4,3,0,13.095201,0,1,0,0,56.105099,0,0,10,0,1,1,152.2078599393765
122,8491,23.033058,76,67,0,0,,26.07443,,0,0,0,61.978363,0,0,4,0,1,1,152.2078599393765
122,8492,11.94574,72,41,0,2,,15.469768,,0,0,0,60.838486,0,0,11,0,1,3,152.2078599393765
122,8493,16.799862,30,29,6,6,,16.856028,,0,0,0,60.587326,0,0,6,0,0,0,152.2078599393765
122,8494,16.489014,38,43,6,6,0,16.096134,0,1,0,0,51.236477,0,0,5,1,0,1,152.2078599393765
122,8495,23.785007,53,60,0,2,,24.046978,,0,0,0,60.278206,0,0,2,1,0,0,152.2078599393765
